id,name,internal_name,min_required,max_allowed,variations,custom_message,apply_to_half_pizza,allow_per_half,created_at,updated_at
65200a28-fd77-47d6-8d1a-765523d1602b,Adicionais,Adicionais Pizzas Grandes Salgadas,0,10,"[""f78ebbee-55a3-4455-ae8b-6f67a65415a1"",""579a739b-3dd7-43a1-95bf-4417e13aa85f"",""62412b08-cef0-4c91-bd3d-3f8fe660262b"",""e89d4ef3-40ff-4078-b8f3-f5d37dfed0dd"",""f8fafdb1-96ab-449a-b35e-0124f50a90eb"",""7888ee6b-9c65-4f96-bfc5-771adcdd30b0"",""8b6d8cc8-e5dc-4afc-97e2-91884b35811a"",""91f8df10-9f26-43ef-9b14-fc0e1b2d1bf9"",""d7bd9e30-9304-448e-81df-2dfeaf927cb8"",""3d9f4a17-a09f-4f8b-a6a0-f487bffc51f9"",""c3fd2e01-9e89-4c78-be81-e7d2170cc7f4"",""c8f0326f-79a3-421d-84b4-d0088e689b7d"",""7dd29981-e50f-409a-8fd5-68a29d5ef0d8"",""00c1e06d-5e66-45a2-a322-900b743b58fc"",""05ecdd1e-e2d4-4f42-b27a-7f8fb48f71fd"",""dd8d0bb6-cb73-4028-99f3-66440db3460f"",""ef119b22-adeb-4919-a8f2-2030052341c4"",""11d6bf6e-7ca4-4ed3-ad14-15304649f97f"",""642e36c0-d22a-4adb-ad46-2b041cd5c4fc"",""3bfd146f-f42a-4d23-aef8-1d5b0932f469"",""1410a2b0-1313-40e3-a5eb-32f62a35b7ab""]",Turbine sua pizza com esses adicionais,true,true,2026-05-15 21:48:14.203459+00,2026-05-29 02:35:30.548925+00
